,text,created_at,row_nbr,source account,polarity_scores,pos,neg,neu,compound
90,European Union leaders say they've reached a breakthrough deal on how to deal with the pressures of migration… https://t.co/Opc9lS40ar,Fri Jun 29 10:20:05 +0000 2018,90,@CBSNews,"{'neg': 0.117, 'neu': 0.812, 'pos': 0.071, 'compound': -0.2263}",0.071,0.117,0.812,-0.2263
91,Alaska volcano shows signs of eruption https://t.co/796AbG6cFj https://t.co/N0FWOHbHQb,Fri Jun 29 10:03:03 +0000 2018,91,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
92,Feds charge 600 in opioid fraud that bilked $2B from government and insurers https://t.co/Va0ugDBh5I https://t.co/7ofgSpdcK3,Fri Jun 29 09:48:04 +0000 2018,92,@CBSNews,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.5859}",0.0,0.213,0.787,-0.5859
93,Melania Trump makes second solo trip to border https://t.co/t5Br9nZMI0 https://t.co/7CWpdZTt3e,Fri Jun 29 09:33:03 +0000 2018,93,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
94,"Jamberry, the nail wrap seller, shuts down, leaves thousands of sales reps in a jam https://t.co/SjrAnizN7e https://t.co/aFFQG4IzZR",Fri Jun 29 09:18:04 +0000 2018,94,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
95,"Walgreens' Dow entrance is a bust, thanks to Amazon https://t.co/CqoYud1Uih https://t.co/q3NkcyEqJ6",Fri Jun 29 09:03:03 +0000 2018,95,@CBSNews,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.5574}",0.365,0.0,0.635,0.5574
96,"After father's mysterious slaying at campsite, stories emerge of past shooting incidents https://t.co/iZxJxiD5Ni https://t.co/68MxKUMQy3",Fri Jun 29 08:48:03 +0000 2018,96,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
97,German police investigate 21 deaths linked to poisoned sandwich case https://t.co/qAqzFqn5CL https://t.co/RB7i1m8AA9,Fri Jun 29 08:33:04 +0000 2018,97,@CBSNews,"{'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.4939}",0.0,0.225,0.775,-0.4939
98,Portland ICE facility protesters moved by Homeland Security agents https://t.co/JrS6Pmdy9o https://t.co/7Z2xKZEV7s,Fri Jun 29 08:18:04 +0000 2018,98,@CBSNews,"{'neg': 0.143, 'neu': 0.677, 'pos': 0.18, 'compound': 0.128}",0.18,0.143,0.677,0.128
99,U.S. Steel expansions touted by President Trump not happening https://t.co/IXW0RiHtsE https://t.co/VM3rezRwTF,Fri Jun 29 08:03:04 +0000 2018,99,@CBSNews,"{'neg': 0.107, 'neu': 0.893, 'pos': 0.0, 'compound': -0.0516}",0.0,0.107,0.893,-0.0516
0,"The President said his list of replacements for Justice Kennedy is down to about five, including two women, and tha… https://t.co/MumXlIAJ1O",Fri Jun 29 21:55:34 +0000 2018,0,@cnnbrk,"{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.5267}",0.145,0.0,0.855,0.5267
1,RT @CNNMoney: General Motors warns the Trump administration that a proposed tariff could force job cuts and raise the cost of cars https://…,Fri Jun 29 21:06:29 +0000 2018,1,@cnnbrk,"{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.3818}",0.0,0.153,0.847,-0.3818
2,RT @CNNPolitics: JUST IN: The Trump administration loses its first court test of Medicaid work requirements https://t.co/wxPYvQS9X1 https:/…,Fri Jun 29 20:50:12 +0000 2018,2,@cnnbrk,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.3182}",0.0,0.119,0.881,-0.3182
3,Former USA Gymnastics doctor Larry Nassar and trainer Deborah Van Horn were indicted in Texas on Friday on charges… https://t.co/bRYPL9wdpL,Fri Jun 29 20:23:19 +0000 2018,3,@cnnbrk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
4,"RT @CNNMoney: Markets close wild first half of 2018 on a positive note. Dow gains 56 points, trimming its 2018 loss to 1.8%. Nasdaq soars 7…",Fri Jun 29 20:16:52 +0000 2018,4,@cnnbrk,"{'neg': 0.076, 'neu': 0.726, 'pos': 0.198, 'compound': 0.5719}",0.198,0.076,0.726,0.5719
5,"RT @CNNPolitics: President Trump speaks after the deadly shooting at the Capital Gazette in Annapolis, Maryland: “Journalists, like all Ame…",Fri Jun 29 16:58:13 +0000 2018,5,@cnnbrk,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.3612}",0.116,0.0,0.884,0.3612
6,"UN migration agency rejects Ken Isaacs, Trump's nominee to lead the group. CNN's KFile previously reported on Isaac… https://t.co/TzpdHw4d7j",Fri Jun 29 14:13:20 +0000 2018,6,@cnnbrk,"{'neg': 0.151, 'neu': 0.849, 'pos': 0.0, 'compound': -0.4939}",0.0,0.151,0.849,-0.4939
7,"RT @CNNPolitics: Former President Obama offers Democrats tough love ahead of the midterms: ""Enough moping"" https://t.co/5Sf1TCs8op https://…",Fri Jun 29 13:23:06 +0000 2018,7,@cnnbrk,"{'neg': 0.161, 'neu': 0.645, 'pos': 0.194, 'compound': 0.4019}",0.194,0.161,0.645,0.4019
8,A change in wind direction has allowed Bali's international airport to reopen after it closed temporarily Friday du… https://t.co/VHusKBCwzp,Fri Jun 29 08:48:04 +0000 2018,8,@cnnbrk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
9,The suspect in the shooting at the Capital Gazette newspaper in Maryland is being charged with five counts of first… https://t.co/mNOz5hFJ4X,Fri Jun 29 08:30:07 +0000 2018,9,@cnnbrk,"{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.4588}",0.0,0.174,0.826,-0.4588
10,Police say the shooting at the Capital Gazette newspaper in Maryland was a targeted attack https://t.co/UNclRpJ7wS https://t.co/P7ZjJZPtbw,Fri Jun 29 00:17:40 +0000 2018,10,@cnnbrk,"{'neg': 0.171, 'neu': 0.829, 'pos': 0.0, 'compound': -0.4767}",0.0,0.171,0.829,-0.4767
11,At least five people are dead and several others are injured in the Capital Gazette newspaper shooting. An official… https://t.co/ps9gdZaRJD,Thu Jun 28 21:17:22 +0000 2018,11,@cnnbrk,"{'neg': 0.28, 'neu': 0.72, 'pos': 0.0, 'compound': -0.7906}",0.0,0.28,0.72,-0.7906
12,"Multiple people have been shot at the Capital Gazette newspaper office in Annapolis, Maryland, a reporter there say… https://t.co/WyJtq33x26",Thu Jun 28 19:38:12 +0000 2018,12,@cnnbrk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
13,RT @CNNPolitics: First lady Melania Trump arrives in Arizona for her second trip to immigration facilities https://t.co/QuugfsQXof https://…,Thu Jun 28 18:06:14 +0000 2018,13,@cnnbrk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
14,"Colombia qualifies for World Cup round of 16, as Senegal becomes first team to be eliminated from the tournament by… https://t.co/WMIzV4HJns",Thu Jun 28 16:12:08 +0000 2018,14,@cnnbrk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
15,"Summit between President Trump and Russian President Putin will be on July 16 in Helsinki, Finland, White House say… https://t.co/iGc8P2Sq4D",Thu Jun 28 12:23:58 +0000 2018,15,@cnnbrk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
16,President Trump says he's honored that Supreme Court Justice Anthony Kennedy chose to retire during his presidency… https://t.co/QdHnRZQtA8,Thu Jun 28 00:42:18 +0000 2018,16,@cnnbrk,"{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.8957}",0.419,0.0,0.581,0.8957
17,"President Trump is speaking at a rally in Fargo, North Dakota, with Rep. Kevin Cramer. Follow live updates.… https://t.co/bSsFXw3L6d",Thu Jun 28 00:10:34 +0000 2018,17,@cnnbrk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
18,Apple and Samsung have ended their seven year-long legal fight over patent infringement https://t.co/zz3n8Q6CiZ https://t.co/zSP6GuLEXo,Wed Jun 27 21:06:30 +0000 2018,18,@cnnbrk,"{'neg': 0.297, 'neu': 0.625, 'pos': 0.078, 'compound': -0.6369}",0.078,0.297,0.625,-0.6369
19,Anthony Kennedy's decision to step down from the Supreme Court gives President Trump a second opportunity to nomina… https://t.co/tRhfpg3nqm,Wed Jun 27 18:20:24 +0000 2018,19,@cnnbrk,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.7506}",0.286,0.0,0.714,0.7506
20,"Justice Anthony Kennedy, a conservative who provided key votes for same-sex marriage and abortion access, will reti… https://t.co/cSk3bgUcPq",Wed Jun 27 18:17:46 +0000 2018,20,@cnnbrk,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.5267}",0.175,0.0,0.825,0.5267
21,"Joseph Jackson, the patriarch who launched the musical Jackson family dynasty, has died at 89, according to a famil… https://t.co/1ISIG9ESro",Wed Jun 27 16:36:09 +0000 2018,21,@cnnbrk,"{'neg': 0.163, 'neu': 0.769, 'pos': 0.068, 'compound': -0.4767}",0.068,0.163,0.769,-0.4767
22,"Defending champion Germany eliminated from the World Cup. Sweden wins the group, and Mexico survives.… https://t.co/XNV0ke8PfL",Wed Jun 27 16:21:23 +0000 2018,22,@cnnbrk,"{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.8225}",0.352,0.0,0.648,0.8225
23,RT @CNNPolitics: Details of the meeting between US President Trump and Russian President Putin are set https://t.co/aLCZLrtTpa https://t.co…,Wed Jun 27 16:06:06 +0000 2018,23,@cnnbrk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
24,The Supreme Court deals a blow to public-sector unions that could shake their financial structure and undermine fut… https://t.co/EJ0HnAEwbz,Wed Jun 27 14:21:44 +0000 2018,24,@cnnbrk,"{'neg': 0.173, 'neu': 0.667, 'pos': 0.16, 'compound': 0.1779}",0.16,0.173,0.667,0.1779
25,RT @CNNPolitics: House Intelligence Chairman Devin Nunes is demanding new information on Trump campaign and FBI informants https://t.co/9ah…,Wed Jun 27 04:45:47 +0000 2018,25,@cnnbrk,"{'neg': 0.09, 'neu': 0.762, 'pos': 0.148, 'compound': 0.296}",0.148,0.09,0.762,0.296
26,RT @CNNPolitics: A federal judge orders a halt to most family separations at the US border and the reunification of all families that have…,Wed Jun 27 04:45:35 +0000 2018,26,@cnnbrk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
27,A 28-year-old Latina Democratic Socialist running her first campaign ousted a 10-term incumbent congressman in a Ne… https://t.co/YvfghyR5wZ,Wed Jun 27 02:12:44 +0000 2018,27,@cnnbrk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
28,CNN projects Rep. Dan Donovan has held off a Republican primary challenge from convicted felon and former Rep. Mich… https://t.co/IvKk2cORsl,Wed Jun 27 01:51:33 +0000 2018,28,@cnnbrk,"{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.0772}",0.067,0.0,0.933,0.0772
29,A former government contractor accused of leaking confidential information to the media pleaded guilty as charged o… https://t.co/xqeiNcqe9b,Wed Jun 27 01:41:08 +0000 2018,29,@cnnbrk,"{'neg': 0.327, 'neu': 0.673, 'pos': 0.0, 'compound': -0.7003}",0.0,0.327,0.673,-0.7003
30,CNN projects South Carolina Gov. Henry McMaster will defeat businessman John Warren in the Republican runoff… https://t.co/wOf5hkJGCl,Wed Jun 27 01:26:16 +0000 2018,30,@cnnbrk,"{'neg': 0.158, 'neu': 0.842, 'pos': 0.0, 'compound': -0.4588}",0.0,0.158,0.842,-0.4588
31,"White House press secretary Sarah Sanders is expected to receive Secret Service protection as soon as Wednesday, tw… https://t.co/vmltYW9qJp",Tue Jun 26 23:13:48 +0000 2018,31,@cnnbrk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
32,"Authorities in Gatesville, Texas, are responding to a building collapse and fire at a hospital… https://t.co/c0btp8MuC2",Tue Jun 26 22:16:56 +0000 2018,32,@cnnbrk,"{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.6808}",0.0,0.318,0.682,-0.6808
33,"First lady Melania Trump will pay another visit to immigration facilities in coming days, her spokeswoman tells CNN… https://t.co/e8YwscKrWD",Tue Jun 26 21:26:31 +0000 2018,33,@cnnbrk,"{'neg': 0.072, 'neu': 0.928, 'pos': 0.0, 'compound': -0.1027}",0.0,0.072,0.928,-0.1027
34,A new report from the Congressional Budget Office projects federal debt could be the highest in US history by 2048… https://t.co/IZR3mb5PwW,Tue Jun 26 21:25:27 +0000 2018,34,@cnnbrk,"{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.3612}",0.0,0.116,0.884,-0.3612
35,"In a long-awaited ruling, a federal judge denied Paul Manafort's request to dismiss the financial criminal charges… https://t.co/UZ3iA1Jnja",Tue Jun 26 21:23:24 +0000 2018,35,@cnnbrk,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.743}",0.0,0.31,0.69,-0.743
36,Uber wins appeal in British court and gets a 15-month license to operate in London. It's a major victory for the co… https://t.co/SWWOH4KrHi,Tue Jun 26 17:30:37 +0000 2018,36,@cnnbrk,"{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.6115}",0.166,0.0,0.834,0.6115
37,Sudan repeals the death sentence of a 19-year-old who killed her husband after he raped her. She will now instead f… https://t.co/iYi3GqGUpZ,Tue Jun 26 16:02:59 +0000 2018,37,@cnnbrk,"{'neg': 0.415, 'neu': 0.543, 'pos': 0.042, 'compound': -0.9287}",0.042,0.415,0.543,-0.9287
38,"Supreme Court upholds Trump's travel ban. The ruling was 5-4, with Chief Justice John Roberts writing for the conse… https://t.co/fpCx7PhZwF",Tue Jun 26 14:46:04 +0000 2018,38,@cnnbrk,"{'neg': 0.13, 'neu': 0.616, 'pos': 0.254, 'compound': 0.5267}",0.254,0.13,0.616,0.5267
39,RT @CNNPolitics: The Supreme Court sides with faith-based pregnancy centers in California in a case that pits abortion rights against free…,Tue Jun 26 14:41:09 +0000 2018,39,@cnnbrk,"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.5574}",0.159,0.0,0.841,0.5574
40,RT @CNNMoney: JUST IN: Chinese stocks enter bear market as trade war heats up https://t.co/h3lAsT3UhU https://t.co/HKGaq1oKCm,Tue Jun 26 07:28:48 +0000 2018,40,@cnnbrk,"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.5994}",0.0,0.206,0.794,-0.5994
41,"The entire police force of Ocampo, Mexico, has been detained and is being questioned about the assassination of a m… https://t.co/66Rw3B1LTR",Tue Jun 26 00:02:00 +0000 2018,41,@cnnbrk,"{'neg': 0.32, 'neu': 0.68, 'pos': 0.0, 'compound': -0.7906}",0.0,0.32,0.68,-0.7906
42,"Former President George H.W. Bush gets a new service dog, Sully, to help him with tasks. The dog is named after the… https://t.co/q4oqfnxBeQ",Mon Jun 25 23:11:22 +0000 2018,42,@cnnbrk,"{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.4019}",0.114,0.0,0.886,0.4019
43,"President Trump says he's surprised that Harley-Davidson ""would be the first to wave the White Flag"" after the moto… https://t.co/xIn2V0YRd9",Mon Jun 25 22:37:03 +0000 2018,43,@cnnbrk,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.2263}",0.091,0.0,0.909,0.2263
44,A group hosting undocumented immigrants in Texas says that of the 32 parents it has who were separated from their k… https://t.co/Nnl2OhdHJC,Mon Jun 25 21:54:01 +0000 2018,44,@cnnbrk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
45,"Richard Harrison, best known to viewers of the History Channel reality series ""Pawn Stars"" as ""The Old Man,"" has di… https://t.co/S1mYhODNpT",Mon Jun 25 18:20:50 +0000 2018,45,@cnnbrk,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.6369}",0.174,0.0,0.826,0.6369
46,"For the first time, the US Food and Drug Administration approves a cannabis-based drug. Epidiolex treats two types… https://t.co/Ps1NsalbgB",Mon Jun 25 18:05:26 +0000 2018,46,@cnnbrk,"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.4019}",0.137,0.0,0.863,0.4019
47,"A 17-year veteran of the Long Beach, California, fire department was shot and killed while responding to a call… https://t.co/d57dOeHZsm",Mon Jun 25 17:18:33 +0000 2018,47,@cnnbrk,"{'neg': 0.301, 'neu': 0.699, 'pos': 0.0, 'compound': -0.7845}",0.0,0.301,0.699,-0.7845
48,The Supreme Court allows controversial voting maps in Texas and North Carolina to be used in this fall's elections… https://t.co/MXYZpCouL2,Mon Jun 25 15:37:07 +0000 2018,48,@cnnbrk,"{'neg': 0.077, 'neu': 0.769, 'pos': 0.154, 'compound': 0.4215}",0.154,0.077,0.769,0.4215
49,"Supreme Court declines to take up a case concerning Brendan Dassey, a central figure in the documentary series ""Mak… https://t.co/LJTt3wSY4d",Mon Jun 25 14:09:52 +0000 2018,49,@cnnbrk,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.5574}",0.175,0.0,0.825,0.5574
50,Supreme Court tells lower court to revisit opinion that invalidated North Carolina congressional maps as an unconst… https://t.co/QXq6fbvPym,Mon Jun 25 14:03:30 +0000 2018,50,@cnnbrk,"{'neg': 0.101, 'neu': 0.734, 'pos': 0.165, 'compound': 0.34}",0.165,0.101,0.734,0.34
51,Supreme Court wipes away lower court opinion that went against florist who refused to make an arrangement for a sam… https://t.co/urqLQo5VTa,Mon Jun 25 13:57:16 +0000 2018,51,@cnnbrk,"{'neg': 0.176, 'neu': 0.68, 'pos': 0.144, 'compound': 0.0516}",0.144,0.176,0.68,0.0516
52,A group of politicians spent the night on a rescue ship stranded in the Mediterranean with hundreds of migrants on… https://t.co/TVydsvdWTj,Mon Jun 25 13:10:24 +0000 2018,52,@cnnbrk,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.5106}",0.155,0.0,0.845,0.5106
53,Harley-Davidson will move some production out of the US to avoid EU retaliatory tariffs https://t.co/7j8nc9XKOQ https://t.co/Gi941KMopt,Mon Jun 25 12:39:40 +0000 2018,53,@cnnbrk,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.296}",0.0,0.128,0.872,-0.296
54,Woman slams Walgreens when a pharmacist refuses to fill her prescription to induce a miscarriage… https://t.co/jMkzszBG9f,Mon Jun 25 12:28:17 +0000 2018,54,@cnnbrk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
55,Officials are searching for 12 teenage soccer players and their coach who are thought to be trapped in a cave in Th… https://t.co/1kO8wSSVI8,Mon Jun 25 03:42:57 +0000 2018,55,@cnnbrk,"{'neg': 0.139, 'neu': 0.861, 'pos': 0.0, 'compound': -0.5267}",0.0,0.139,0.861,-0.5267
56,A 15-year-old boy was reported missing from the largest migrant children's center in the United States. A man claim… https://t.co/GBAubCalKH,Sun Jun 24 22:01:47 +0000 2018,56,@cnnbrk,"{'neg': 0.105, 'neu': 0.762, 'pos': 0.133, 'compound': 0.1531}",0.133,0.105,0.762,0.1531
57,"Turkey's Erdogan claims victory in hotly contested presidential election, a win that would give him sweeping new po… https://t.co/Wnp0zDPwjx",Sun Jun 24 20:03:50 +0000 2018,57,@cnnbrk,"{'neg': 0.0, 'neu': 0.817, 'pos': 0.183, 'compound': 0.5859}",0.183,0.0,0.817,0.5859
58,"The President calls for deporting people ""immediately, with no Judges or Court Cases,"" while referring to an invasi… https://t.co/dDcX4mjsHq",Sun Jun 24 17:18:11 +0000 2018,58,@cnnbrk,"{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.296}",0.0,0.109,0.891,-0.296
59,Almost 350 migrants are stranded in the Mediterranean as the ships that rescued them have been barred from docking… https://t.co/qksWiLmAuk,Sun Jun 24 16:01:51 +0000 2018,59,@cnnbrk,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.4215}",0.128,0.0,0.872,0.4215
60,"RT @CNNMoney: Jurassic World sequel crosses $700 million at the global box office
https://t.co/HatryuM22E https://t.co/XclFUKi9rs",Sun Jun 24 15:38:27 +0000 2018,60,@cnnbrk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
61,Prince William starts historic Middle East tour in Jordan. He'll be the first British royal to pay an official visi… https://t.co/UKkZNap6oV,Sun Jun 24 15:15:34 +0000 2018,61,@cnnbrk,"{'neg': 0.065, 'neu': 0.935, 'pos': 0.0, 'compound': -0.1027}",0.0,0.065,0.935,-0.1027
62,Democratic Rep. Barbara Lee of California describes her visit to detention facilities on the US-Mexico border and s… https://t.co/2OeWfAvgwf,Sun Jun 24 13:48:29 +0000 2018,62,@cnnbrk,"{'neg': 0.122, 'neu': 0.878, 'pos': 0.0, 'compound': -0.3612}",0.0,0.122,0.878,-0.3612
63,"Sen. Bernie Sanders: President Trump needs to ""make it clear that the United States of America is not a nation whic… https://t.co/f16PNeAZRG",Sun Jun 24 13:31:28 +0000 2018,63,@cnnbrk,"{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.6597}",0.221,0.0,0.779,0.6597
64,"At least five people were injured when an explosion, followed by a fire, tore through an apartment building in Germ… https://t.co/5P5cezKbZC",Sun Jun 24 13:27:38 +0000 2018,64,@cnnbrk,"{'neg': 0.221, 'neu': 0.779, 'pos': 0.0, 'compound': -0.6249}",0.0,0.221,0.779,-0.6249
65,Sen. Ron Johnson says the most recent information he has from the Department of Homeland Security is that “about 21… https://t.co/k3pmZ69CWc,Sun Jun 24 13:12:13 +0000 2018,65,@cnnbrk,"{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.34}",0.107,0.0,0.893,0.34
66,"In a Nevada speech to support the re-election of Sen. Dean Heller, President Trump called Heller's opponent, Rep. J… https://t.co/cJxvQJiWc2",Sat Jun 23 21:22:47 +0000 2018,66,@cnnbrk,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.4019}",0.13,0.0,0.87,0.4019
67,Women in Saudi Arabia can now drive legally for the first time https://t.co/LgFZozkpml https://t.co/1KJ2M46j23,Sat Jun 23 21:05:14 +0000 2018,67,@cnnbrk,"{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.1027}",0.097,0.0,0.903,0.1027
68,Zimbabwe's government is calling today's explosion at a stadium an assassination attempt on President Emmerson Mnan… https://t.co/ZxPqGfU86r,Sat Jun 23 17:51:07 +0000 2018,68,@cnnbrk,"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.5994}",0.0,0.206,0.794,-0.5994
69,An explosion hit a rally attended by Ethiopian Prime Minister Abiy Ahmed officials say. Dozens are reported injured… https://t.co/vgI5psL8bP,Sat Jun 23 17:10:03 +0000 2018,69,@cnnbrk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
70,"About 100 wooden cases are being sent to the Demilitarized Zone to transport US troop remains from North Korea, off… https://t.co/QiELLBOSRY",Sat Jun 23 14:31:29 +0000 2018,70,@cnnbrk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
71,"An explosion hit a rally attended by Ethiopian Prime Minister Addis Ababa, officials say. Dozens are reported injur… https://t.co/RYas3qipu6",Sat Jun 23 10:46:58 +0000 2018,71,@cnnbrk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
72,"Vinnie Paul, the drummer and a founding member of the metal band Pantera has died at 54, the band announced on Face… https://t.co/EdIKsTgDvV",Sat Jun 23 05:53:46 +0000 2018,72,@cnnbrk,"{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.5574}",0.0,0.146,0.854,-0.5574
73,"RT @CNNPolitics: An internal draft US Navy planning document outlines potential military housing for tens of thousands of immigrants, a US…",Sat Jun 23 01:01:23 +0000 2018,73,@cnnbrk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
74,An official says all unaccompanied children in CBP custody are expected to be reunited with parents today. These ar… https://t.co/bpe34VoGod,Fri Jun 22 23:43:31 +0000 2018,74,@cnnbrk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
75,"Perishable food from the canceled congressional picnic has been donated to Walter Reed medical center, the first la… https://t.co/jjXhEtghls",Fri Jun 22 21:11:30 +0000 2018,75,@cnnbrk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
76,"Watch live: Police announce a suspect has been arrested in a decades-old homicide in Tacoma, Washington https://t.co/17CKZFc22T",Fri Jun 22 21:04:57 +0000 2018,76,@cnnbrk,"{'neg': 0.29, 'neu': 0.71, 'pos': 0.0, 'compound': -0.6486}",0.0,0.29,0.71,-0.6486
77,"RT @CNNMoney: Dow jumps 119 points, avoiding its first nine-day losing streak in four decades. Index still loses 2% on the week, its worst…",Fri Jun 22 20:13:53 +0000 2018,77,@cnnbrk,"{'neg': 0.258, 'neu': 0.742, 'pos': 0.0, 'compound': -0.743}",0.0,0.258,0.742,-0.743
78,The House approves bipartisan legislation that addresses a wide range of issues related to opioid abuse. It's the m… https://t.co/fqYNnyiHg1,Fri Jun 22 19:20:13 +0000 2018,78,@cnnbrk,"{'neg': 0.176, 'neu': 0.711, 'pos': 0.113, 'compound': -0.3612}",0.113,0.176,0.711,-0.3612
79,Follow live updates: President Trump makes remarks on violence carried out by undocumented immigrants… https://t.co/uf3pPgpJJX,Fri Jun 22 18:42:18 +0000 2018,79,@cnnbrk,"{'neg': 0.227, 'neu': 0.773, 'pos': 0.0, 'compound': -0.6249}",0.0,0.227,0.773,-0.6249
80,"RT @CNNPolitics: Democratic Sen. Jeff Merkley says he's ""exploring the possibility"" of a 2020 presidential bid https://t.co/twusSwyQPM http…",Fri Jun 22 16:32:53 +0000 2018,80,@cnnbrk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
81,"RT @CNNPolitics: Military bases could house up to 20,000 undocumented immigrant children https://t.co/IyZOtv28mA https://t.co/U6XEFMdg6Y",Fri Jun 22 16:31:35 +0000 2018,81,@cnnbrk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
